Person,Project,Role,W1,W2,W3,W4,W5,W6,W7,W8,W9,W10,W11,W12,W13,W14,W15,W16,W17,W18,W19,W20,W21,W22,W23,W24,W25,W26,W27,W28,W29,W30,W31,W32,W33,W34,W35,W36,W37,W38,W39,W40,W41,W42,W43,W44,W45,W46,W47,W48,W49,W50,W51,W52
Person_15,Project_026,Manager,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,40,40,e,,,,,
Person_19,Project_026,Analyst,,,,,,,,s,,,,,,,,,,40,,,40,,40,,,,,,,,40,,,,,,,40,,,,e,,,,,,,,,,
Person_07,Project_027,Analyst,,,s,,,,40,,,40,,,,,,,,,,,,,40,,,,,,,40,,,,,,,,,,40,,,,,,,40,e,,,,
Person_16,Project_027,Analyst,,,,,,,,,,s,,,,,,,,,,,,40,,,,,,40,,,40,,,40,,,,,,,,,,40,,,,,,40,e,
Person_04,Project_028,Analyst,,,,,,,,,,,s,,,,,,,,,40,40,,40,,,,40,,,,,,,,,,,40,40,,,,,,,40,,e,,,,
Person_06,Project_029,Manager,,,s,,,,,,,,,,,,,,,,40,,,,,,,,,40,,,,,40,40,,,,,,,,,,,,40,e,,,,,
Person_07,Project_029,Analyst,,,,,s,,,,,,40,,,,40,,40,,,40,40,,,,,,,,,,,,,,,,,,,,40,,,,,e,,,,,,
Person_01,Project_030,Analyst,,,,,,,s,,,,,,,,,40,,,,40,,,,,,,,,,,,,,,,,40,,,,,,40,,,e,,,,,,
Person_14,Project_030,Developer,,,,,,s,,,40,,,,,,,,,,,,,,,,40,,,,,,,,,,40,,,,40,,,,,,,e,,,,,,
Person_07,Project_031,Analyst,,,,,,,,,,,,,s,,,,40,,,40,,,,40,,,,,,,,,,,,40,,,,,,,,e,,,,,,,,
Person_06,Project_031,Manager,,,,,,,,,,s,,,40,,,,,,,,,,,,,,40,,,,,,,,,,,,,,40,,,,,,,,40,,,e
Person_08,Project_032,Developer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,40,40,e,,,,,,,,,,
Person_17,Project_032,Developer,,,,,,,s,,,,,,,,40,,,,,,,,,,40,,,,,,40,,,,,40,,,,,,,40,,,,40,,,e,,
Person_19,Project_033,Analyst,,,,,,,,,s,40,,,,,,,,,,,40,,,,,40,40,,,,,,,,,40,,,,40,,40,,e,,,,,,,,
Person_15,Project_033,Manager,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,40,40,e,,,,,,,,,,,,,,,,,,,,
Person_19,Project_034,Analyst,,,,s,,,,40,,,,,,,,,,,,,,40,,,,40,,,,,,,,,,,,,40,,,,,,e,,,,,,,
Person_14,Project_034,Developer,,,,,,,,,,,,s,40,,,,,,,,,40,,,,,,,40,,,,,,40,40,,,,,,,40,,,,,e,,,,
Person_10,Project_035,Analyst,,,,,,,,,,s,,40,,,,,,40,,,,,,,,,,,,40,,,,,,40,,40,,e,,,,,,,,,,,,
Person_12,Project_035,Manager,,,,s,,40,,,,,,,,40,,,,,,,,,,,,,,,40,,40,40,,,,,40,,,,,e,,,,,,,,,,
Person_17,Project_035,Developer,,,,,,s,,,,,,,,,,40,,,,,40,,,,,,40,,,,,,,,,,,,,,,,,,,40,,,,,e,
Person_11,Project_035,Developer,,,,,,,,,,,,,,,,,,,,s,40,40,e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Person_07,Project_036,Analyst,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,40,40,e,,,,,,,
Person_15,Project_036,Manager,s,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,40,,,,,,,,40,,,,40,e,,,,,,,,,
Person_20,Project_036,Developer,,,,,,,s,,,,,,,40,,,,,,40,,,,,,,40,,,,,,,,40,,,,40,40,,,,,,,,,e,,,
Person_18,Project_037,Manager,s,40,,40,,,,,40,,,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e,,,
Person_06,Project_037,Manager,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,40,40,e,,,,,,,,,,,,,
Person_04,Project_037,Analyst,s,,,,,,,,40,,,,,,40,,,,40,,,,,,,,,,,,,40,,40,,,,,,,,40,e,,,,,,,,,
Person_04,Project_038,Analyst,,,,,,,,,,,s,40,,40,,,,,,40,,40,,,,40,,40,,,,,,,,,,,,,40,,,e,,,,,,,,
Person_07,Project_038,Analyst,,,,,,,,,,s,,,40,,,40,,,,,,,,,,,,40,,,,,,,,,,,,40,,,,,e,,,,,,,
Person_03,Project_039,Manager,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,40,40,e,,,,,,,,,,,
Person_15,Project_039,Manager,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,40,40,e,,,
Person_09,Project_040,Manager,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,40,40,e,,,,,,
Person_06,Project_040,Manager,,,,,,,s,,40,,,,,40,,,,,,,40,,,,,40,,,,,,,,,,,40,,,,,,,e,,,,,,,,
Person_05,Project_040,Developer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,40,40,e,,,,,,
Person_09,Project_041,Manager,,s,,,,,40,40,40,,,,,,,,,,,,,40,,,,,,,40,40,,,,,,,,40,,,,,,,,e,,,,,,
Person_08,Project_041,Developer,,,s,,,,,,,,,,,,40,,,,,,,,,40,,,,,,,,,,,40,,,40,40,,,,40,e,,,,,,,,
Person_20,Project_041,Developer,,,,,,,,,,,,,,,,,,,s,40,40,e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Person_12,Project_041,Manager,,,,,,,,s,,,,,,,40,,,,40,40,,40,,,40,,,,,,,,,,,,,,,,40,,e,,,,,,,,,
Person_05,Project_042,Developer,,,s,,,,,,40,,,,,,,,,,,,,,,,40,,,,,,,40,40,,,,,,,,e,,,,,,,,,,,
Person_10,Project_042,Analyst,,s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,,,40,40,,,,40,40,,,,e,,
Person_18,Project_042,Manager,,,,,,,s,,,40,,40,,40,,,,,,,,,,,,,,,40,,,40,,,,,40,,,e,,,,,,,,,,,,
Person_10,Project_043,Analyst,,,,,,,,,,,,,s,40,,,,,,40,,,,,,,,,,40,,40,,,,,,,,,,40,,,,,40,e,,,,
Person_09,Project_043,Manager,,,,,,,,,,,,,s,,,40,,,,,40,,,,40,,,,,,40,40,,,,,,,,40,,,,,,,,40,,,,e
Person_18,Project_043,Manager,s,,,,,,40,,,,,,40,,40,,40,,,,,,40,,,,,,,,40,,,,,,,,40,e,,,,,,,,,,,,
Person_12,Project_043,Manager,,,,,,s,40,,,,,,,,,,,40,,,,,,,,,,,,,,,40,,,40,,,,,e,,,,,,,,,,,
Person_16,Project_044,Analyst,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,40,40,e,,,,,,,,,,,,,,,,,
Person_11,Project_044,Developer,,,,,s,40,40,e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Person_01,Project_045,Analyst,,,,,,,,,,s,,,40,,40,,,,,,,,,,,,40,,40,,,,40,,,,,,,,,,,,,,,,,,e,
Person_11,Project_045,Developer,,,,,,,,,,,,,s,40,,,,,,,,,,,40,,40,,,,40,,,,,,40,,,40,,40,,,e,,,,,,,
Person_17,Project_045,Developer,,,,,,,,s,,,,40,,,,,,40,,40,,,,,40,,,,,,40,,,,,40,,,,,,,,40,,e,,,,,,
Person_19,Project_045,Analyst,,,,s,40,,,,,,,40,,,,,,,,,,,,40,,40,,,,,,,40,,,,,40,,,,,,,,,40,e,,,,
Person_03,Project_046,Manager,,,,,,,,,,,,s,,40,,,,,,,,,,,,40,,,,,,40,,,,,,,,40,,40,,,,,,e,,,,
Person_16,Project_046,Analyst,,s,,40,,,,,,,,,,,,,,,40,,,,40,,40,,,,40,,,,,,,,,40,,,,,e,,,,,,,,,
Person_07,Project_046,Analyst,,,,,,,,,,,s,,,,,,,,40,,,,,,,,,,40,,,,,,,,,,,40,,,,,,,,,40,,e,
Person_01,Project_047,Analyst,,,,s,40,,,,,,,40,,40,,,40,,,,,40,,,,,,,40,,,40,,,,,,,,,,,,,,,,e,,,,
Person_10,Project_047,Analyst,,,,,,,,,,,s,,40,40,,,,40,,,,,,,,,,,,,,40,40,,40,,,,,40,,,,,,e,,,,,,
Person_14,Project_048,Developer,,,,,,,,,,,,,s,,,40,,,40,,,,,,40,,,,,,,,,,40,,,,,,,,,,40,,,e,,,,
Person_08,Project_048,Developer,,,,,,,,,,,,s,40,,,,,,40,,,,,,40,40,,,,40,40,,,,,,,,,,,,,,,,e,,,,,
Person_19,Project_049,Analyst,,,,,s,40,,,,,,,,,,,,,40,40,,,,40,40,40,40,,,,,,,,,,,,,,e,,,,,,,,,,,
Person_16,Project_050,Analyst,s,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,40,,,,,40,,,,,,,40,e,,,,,,,,,
Person_14,Project_050,Developer,,,,,,,,,s,,,,,,,,40,,,,40,,,,,,,,,,,,,,40,40,,,,e,,,,,,,,,,,,
Person_07,Project_050,Analyst,,s,,,,40,,,,,,,,,,,40,,,,,,40,,,,40,,,,,,,,,,,,,,e,,,,,,,,,,,
Person_18,Project_051,Manager,,,,,,,,,,s,,,,40,,,40,,,,,40,,,,,,,40,,,,40,,,,,,,e,,,,,,,,,,,,
Person_17,Project_051,Developer,,,,,,,,,,,,,s,,,,,,,,,,,,40,,40,,,40,,,,,,40,,,,,,,,e,,,,,,,,
Person_04,Project_051,Analyst,,,,,,,,,,,,,,,,,,,,,,,,s,40,40,e,,,,,,,,,,,,,,,,,,,,,,,,,
Person_02,Project_052,Developer,,,,,,,,,,,s,,,,40,,,,,,,,,,,,,,40,40,,,,,,,,,,,,,,,40,,,e,,,,
Person_17,Project_052,Developer,,,,,,,,,,,,,s,,,,,40,,,,,,,,,,,,,,40,40,,,,,,,,,,,,,,40,,,e,,
Person_08,Project_052,Developer,,,,,,,,,,,,s,,40,,,40,40,,,,40,,,,,,,,,,,,,,,,,,,,,e,,,,,,,,,
Person_05,Project_052,Developer,,,s,,,,,,,,,,,40,,,,,,,,,,,,,,,,,40,,,,,,,,,40,,,,,,40,,e,,,,
Person_03,Project_053,Manager,,,,,s,40,,40,,,,,,,,,,,,40,,,,,,,,,,,,,40,,,,,,,,,40,,40,40,,,,,,,e
Person_17,Project_053,Developer,,,,s,,,,,,40,,,,,40,,,,,,40,,,40,,,40,,,,,,,,,,,,,e,,,,,,,,,,,,
Person_12,Project_053,Manager,,,,s,,,,,,,,,,,40,,,,,40,40,,40,,,,,,,,,,,,,,,,,,,,40,40,,,,,,40,e,
Person_05,Project_054,Developer,,,,,,s,,,40,,,,,40,,,,40,,,,40,,,,,,,,,,,,,,,,,,,,40,,40,,,,,,,e,
Person_03,Project_054,Manager,,,,,,,,,,s,,40,,,,,,,,,,,,,,,40,,,,,,,,,,,,,40,,40,,,40,,e,,,,,
Person_08,Project_054,Developer,,,,,,,,,,s,,,,,40,,,,,,,40,,40,,,,,,,,,,,,,,,,,,40,,,,,,,e,,,
Person_02,Project_055,Developer,,,,,,,,,,,s,,,40,40,,40,,,,,,,,40,,,,,,40,,,,,,,,,,,,,,40,,,,e,,,
Person_03,Project_055,Manager,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,40,40,e,,,,,,,,,,,,,,,,,
Person_15,Project_055,Manager,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,40,40,e,,,,,,,,
Person_04,Project_055,Analyst,,,,s,,,,,,,,,,,,,40,,40,,,,,,,,,40,,,,,,,,,,,,40,e,,,,,,,,,,,
Person_03,Project_056,Manager,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,40,40,e,,,,
Person_19,Project_056,Analyst,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,40,40,e,,,,,,,,,,,,,,,,,,,,,
Person_04,Project_057,Analyst,,,,,s,40,40,e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Person_18,Project_057,Manager,,,,,,,,,,s,,,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,40,,40,,40,,e
Person_04,Project_058,Analyst,,,,,,,,,,s,,,40,40,,,40,,40,,,,,,,,,40,,,,,,,,40,,,,,,,40,,e,,,,,,,
Person_02,Project_058,Developer,s,,,,40,,,,,,,40,,40,,,40,,,,,,,,,,,40,,,,,,,,,,,,,,,,,e,,,,,,,
Person_14,Project_058,Developer,,,,,,,,,,,s,,,,,,40,,,40,,,,,40,,,,,,,40,40,,,,,,,,,40,,,40,,e,,,,,
Person_15,Project_059,Manager,,,,,,,,,,,,,,,s,40,40,e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Person_17,Project_059,Developer,,,,s,40,,,,40,,,,,40,,,,,,,,,,,,,,,,,40,,,,40,,,40,,40,e,,,,,,,,,,,
Person_19,Project_059,Analyst,,,,,,s,,,,,40,,,,40,,,,,,,,,,40,,,,,,,,,,40,,,,,,,40,,,,,,,e,,,
Person_12,Project_060,Manager,,,,,,,,,,,,s,,,,,,,,,,,,,,,,40,,,,40,,,,40,,,40,,,,,,e,,,,,,,
Person_18,Project_060,Manager,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,40,40,e,,,,,,,,
Person_04,Project_060,Analyst,,,,,,,s,,40,,,,,40,,,,,,,40,,,40,,,40,,,,,,,,,,,,,40,e,,,,,,,,,,,
Person_13,Project_061,Analyst,,,,,s,40,,,,,,,,,,,,,,,,40,,,,40,,,,,40,,,,,,,,,,,,,,,e,,,,,,
Person_17,Project_061,Developer,,,,,,,s,,,,,,,,,,,,,,,,,,,,,40,,,,40,,,40,,,40,,,,e,,,,,,,,,,
Person_04,Project_062,Analyst,,,,,,,,,,,,s,,,,,,,40,,,,,,,,,,,,,,,,40,,40,,,,,,,40,,,,e,,,,
Person_06,Project_063,Manager,,,,,,,,,,,s,,40,,40,,40,,40,,,40,,,,,,,,,,,,,,,,,,,,,,,,40,e,,,,,
Person_08,Project_064,Developer,,,,,,,,,,,,s,,,,,,,,,,,40,,,,,,,40,40,,,,,,,40,,40,40,,,,,e,,,,,,
Person_07,Project_064,Analyst,,,,,,,,,,s,40,,40,,,,,,,40,40,,,40,,,,,,,,40,,,,,,,,,,,,,,,,e,,,,
Person_12,Project_065,Manager,,s,,,,40,,,,,,,,,,,,,,40,,,,,40,,,,,,40,,,,,,,,,,,40,,40,,e,,,,,,
Person_06,Project_065,Manager,,,,,,,,,,,,,,,,,,,,,,,,,,,s,40,40,e,,,,,,,,,,,,,,,,,,,,,,
Person_15,Project_066,Manager,,,,,,s,,,,,,,,,,,,,,,,,,,,,,40,,40,,,,,,40,,,,40,,40,40,,,e,,,,,,
Person_09,Project_067,Manager,,,,,,,,s,,40,,,,,,,,,40,,,,,,,,,40,,,40,,,,,,,,,,40,,,,e,,,,,,,
Person_11,Project_068,Developer,,,,,,,,,,,,,s,,,,,,,,,,40,,,,,,40,40,40,,40,,,,,,,,,,40,,e,,,,,,,
Person_09,Project_069,Manager,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,40,40,e,,
Person_03,Project_069,Manager,,,,,,s,40,40,e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Person_19,Project_070,Analyst,,,s,,,,,40,,,,40,,,,,,40,,,,,,,,,,,,,,,40,40,,,40,,,,,40,,,,,,e,,,,
Person_07,Project_070,Analyst,,,,,s,,,,,,,,,,,40,,,,,,,40,,40,,,,,,,,,,,,,,,,,,,,,,,,40,,e,
Person_16,Project_071,Analyst,,,,,,,,,,s,,,40,,,,,,,,40,,,,,,,,40,,,,,,,,,,,,40,,,,,,,,,e,,
Person_19,Project_072,Analyst,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,40,40,e,,,,,,,,,
Person_14,Project_072,Developer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,40,40,e,,,,,
Person_12,Project_073,Manager,,,,,,,,,,,,,s,40,,40,,,,,,,,,,,,,40,,,,,40,,,,,,40,,,e,,,,,,,,,
Person_14,Project_073,Developer,,,,,,,,,,,,,s,40,40,e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Person_05,Project_073,Developer,,,,,,,,s,,,,,,,,,,,,,,,,,,,40,,,,40,,,,,,40,,,,,,,,,,40,,40,,,e
Person_07,Project_073,Analyst,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,40,40,e,,,,,,,,,,,,,,,,,,,,,
Person_03,Project_074,Manager,,,,s,,,40,,,,,40,,,40,,,,,,,,,,,40,,,,,40,,,,,,,,,,,,40,,,40,,,,,,e
Person_08,Project_074,Developer,,s,,,,,,,,,,40,,,,,,,,,,,,,40,,,,,,,40,,,40,,40,,,,,,,,e,,,,,,,
Person_09,Project_074,Manager,,,,,,,,,,,,s,,,,,,,,,,,40,40,40,,,,,,,,,,,,,,,,,,,,,,,40,,,e,
Person_05,Project_075,Developer,,,,,,,,,,,,s,,,,,,,,,,,,,,,,,40,,40,40,,40,,,,40,,,e,,,,,,,,,,,
Person_06,Project_075,Manager,,,,s,40,40,e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Person_16,Project_076,Analyst,s,,,,,,,40,,,,,,40,,,,,,40,40,,,,,,,,,40,,40,,,,,,,,,,,,,,,,e,,,,
Person_20,Project_076,Developer,,,,,,,,,,,,,,,s,40,40,e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Person_05,Project_076,Developer,,,,,,,,,s,,,,,,,,,,,,,,,,,,,,40,,,,,40,,,,,40,,,,,40,,,e,,,,,
Person_04,Project_077,Analyst,,,,,,,,,,s,,,,40,40,,,,,,,40,,,,,,,,,40,,,,,,,,,,40,,,,40,,e,,,,,
Person_09,Project_077,Manager,,s,40,,,,,40,,,,,,,,,,,,,,,,,,40,,,,,,,,40,,,,,40,,,,40,40,,,,,e,,,
Person_01,Project_078,Analyst,s,,,40,,,,,40,,,,,40,,,,,,40,,,,,,,,,,40,40,,,,,,,,,e,,,,,,,,,,,,
Person_06,Project_079,Manager,,,,,s,,,40,,,,,40,,,,,,,40,,,,,,,,,,,,40,,,,,,,,40,40,,,,,,,,e,,,
Person_11,Project_080,Developer,,,,,,,,,,,,,s,,,,,,40,,40,,,,,,,,,,,40,,,,40,,,40,40,,,40,,,e,,,,,,
Person_16,Project_080,Analyst,,,,,,,,,,,,,s,,40,,40,,,,,,40,40,,,40,,,,,,,,,,,,,,,,e,,,,,,,,,
Person_14,Project_080,Developer,,,,,,,,,s,,,,,,,40,,,,,,,,40,,,40,,,40,,,40,,,,,,,,,,,,,,,,,,,e
