Person,Project,Role,W1,W2,W3,W4,W5,W6,W7,W8,W9,W10,W11,W12,W13,W14,W15,W16,W17,W18,W19,W20,W21,W22,W23,W24,W25,W26,W27,W28,W29,W30,W31,W32,W33,W34,W35,W36,W37,W38,W39,W40,W41,W42,W43,W44,W45,W46,W47,W48,W49,W50,W51,W52
Mgr_02,ProjectB_W27_08,manager,,,,,,,,,,,,,,,,,,,,,,,,,s,35,40,,e,,,,,,,,,,,,,,,,,,,,,,,
Dev_02,ProjectB_W27_09,developer,,,,,,,,,,,,,,,,,,,,,,,,,s,,40,,e,,,,,,,,,,,,,,,,,,,,,,,
Dev_06,ProjectB_W27_09,developer,,,,,,,,,,,,,,,,,,,,,,,,,s,15,,40,e,,,,,,,,,,,,,,,,,,,,,,,
Ana_01,ProjectB_W27_09,analyst,,,,,,,,,,,,,,,,,,,,,,,,,s,30,10,40,e,,,,,,,,,,,,,,,,,,,,,,,
Mgr_01,ProjectB_W27_09,manager,,,,,,,,,,,,,,,,,,,,,,,,,s,30,40,,e,,,,,,,,,,,,,,,,,,,,,,,
Dev_06,ProjectB_Filler_01,developer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,40,30,10,20,,e,,,,,,,,,,,,
Ana_02,ProjectB_Filler_01,analyst,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,40,40,40,40,,e,,,,,,,,,,,,
Dev_07,ProjectB_Filler_02,developer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,35,40,35,40,,e,,,,,,,,,,,,
Ana_03,ProjectB_Filler_02,analyst,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,40,25,40,40,,e,,,,,,,,,,,,
Dev_08,ProjectB_Filler_03,developer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,40,40,40,40,,e,,,,,,,,,,,,
Ana_04,ProjectB_Filler_03,analyst,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,25,20,40,25,,e,,,,,,,,,,,,
Dev_09,ProjectB_Filler_04,developer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,40,40,40,15,,e,,,,,,,,,,,,
Ana_05,ProjectB_Filler_04,analyst,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,40,40,40,15,,e,,,,,,,,,,,,
Dev_10,ProjectB_Filler_05,developer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,40,40,40,30,,e,,,,,,,,,,,,
Ana_01,ProjectB_Filler_05,analyst,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,40,20,40,10,,e,,,,,,,,,,,,
