Person,Project,W1,W2,W3,W4,W5,W6,W7,W8,W9,W10,W11,W12,W13,W14,W15,W16,W17,W18,W19,W20,W21,W22,W23,W24,W25,W26,W27,W28,W29,W30,W31,W32,W33,W34,W35,W36,W37,W38,W39,W40,W41,W42,W43,W44,W45,W46,W47,W48,W49,W50,W51,W52
Person_21,Project_007,,,,,,,,,,,,,,,,,,,,,,,,,,,40,40,40,40,40,40,40,40,,,,,,,,,,,,,,,,,,
Person_21,Project_016,,,,,,,,,,,,,,,,40,40,40,40,40,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Person_21,Project_037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,40,40,40,40,40,,,,,,,,
Person_21,Project_051,,,,,,,,,,,,,,,,,,,,,,40,40,40,40,40,,,,,,,,,,,,,,,,,,,,,,,,,,
Person_20,Project_003,,,,,,,,,,,,,,,,,40,40,40,40,40,40,40,40,40,,,,,,,,,,,,,,,,,,,,,,,,,,,
Person_20,Project_056,,,,,,,,,,,,,,,,,,,,,,,,,40,40,40,40,40,40,40,40,40,40,,,,,,,,,,,,,,,,,,
Person_20,Project_057,,,40,40,40,40,40,40,40,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Person_20,Project_060,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,40,40,40,40,,,,,,,,,,,
Person_20,Project_061,,,,,,,,,,,40,40,40,40,40,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Person_22,Project_003,,,,,,,,,,,,,,,,,40,40,40,40,40,40,40,40,40,,,,,,,,,,,,,,,,,,,,,,,,,,,
Person_22,Project_006,,,,,,,,,,,,,40,40,40,40,40,40,40,40,40,40,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Person_22,Project_027,,,,,,,,,,,,,,,,,,,,,40,40,40,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Person_22,Project_034,,,,,,,,,,,,,,40,40,40,40,40,40,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Person_22,Project_039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,40,40,40,40,40,40,40,40,40,,,,,,,,,,,,,
Person_22,Project_041,,,,,,,,,,,,,,,,,,,,,40,40,40,40,40,40,40,40,40,,,,,,,,,,,,,,,,,,,,,,,
Person_22,Project_058,,,,,,,,40,40,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Person_25,Project_004,,,,,,,,40,40,40,40,40,40,40,40,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Person_25,Project_005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,40,40,,,,
Person_25,Project_006,,,,,,,,,,,,,40,40,40,40,40,40,40,40,40,40,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Person_25,Project_019,,40,40,40,40,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Person_25,Project_042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,40,40,40,40,40,,,,,,,,,,,,,,,,,,
Person_25,Project_055,,,,,,,,,,,,,,,,,,,,,,,,40,40,40,40,40,40,40,40,40,40,40,40,,,,,,,,,,,,,,,,,
Person_25,Project_061,,,,,,,,,,,40,40,40,40,40,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Person_19,Project_004,,,,,,,,40,40,40,40,40,40,40,40,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Person_19,Project_010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,40,40,,,,
Person_19,Project_013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,40,40,40,,,,,,,,,
Person_19,Project_014,,,,,,,,,,,,,,,,,,,,,,,40,40,40,40,40,40,40,,,,,,,,,,,,,,,,,,,,,,,
Person_19,Project_015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,40,40,40,40,40,40,40,,,,,,,,,,,,,
Person_19,Project_032,,,,,,,,,,,,,,40,40,40,40,40,40,40,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Person_19,Project_046,,,,,,,40,40,40,40,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Person_12,Project_005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,40,40,,,,
Person_12,Project_018,,,,,,,,,,,,,,,,,,,,,,,,40,40,40,40,40,40,40,40,40,40,,,,,,,,,,,,,,,,,,,
Person_12,Project_038,,,,,,,40,40,40,40,40,40,40,40,40,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Person_12,Project_045,,,,,,,,,,,,,,40,40,40,40,40,40,40,40,40,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Person_14,Project_006,,,,,,,,,,,,,40,40,40,40,40,40,40,40,40,40,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Person_14,Project_009,,,,,,,,,,,,,,,,,,,,,,,,,,40,40,40,40,40,40,,,,,,,,,,,,,,,,,,,,,
Person_14,Project_011,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,40,40,40,,,,,,,,,,,,,,,,,,,,,
Person_14,Project_023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,40,40,40,,,,,,
Person_14,Project_025,,,,,,,,,,,,,,40,40,40,40,40,40,40,40,40,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Person_14,Project_030,,,,,,,,,,,,,,,,,,,,,,40,40,40,40,40,40,40,40,,,,,,,,,,,,,,,,,,,,,,,
Person_14,Project_031,,,,,,,,,,,,,,,40,40,40,40,40,40,40,40,40,40,40,,,,,,,,,,,,,,,,,,,,,,,,,,,
Person_14,Project_034,,,,,,,,,,,,,,40,40,40,40,40,40,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Person_14,Project_049,,,,,,,,,,,,,,,,,,,,,,,40,40,40,40,40,40,40,,,,,,,,,,,,,,,,,,,,,,,
Person_14,Project_062,,,,,,,,,,,,,,,,,,,,,,,,,40,40,40,40,40,40,40,40,40,,,,,,,,,,,,,,,,,,,
Person_05,Project_008,,,,,,,,,,,,,,,,,,,,,40,40,40,40,40,,,,,,,,,,,,,,,,,,,,,,,,,,,
Person_05,Project_020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,40,40,40,40,,,,,,,,,,,,
Person_05,Project_034,,,,,,,,,,,,,,40,40,40,40,40,40,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Person_05,Project_037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,40,40,40,40,40,,,,,,,,
Person_05,Project_058,,,,,,,,40,40,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Person_05,Project_062,,,,,,,,,,,,,,,,,,,,,,,,,40,40,40,40,40,40,40,40,40,,,,,,,,,,,,,,,,,,,
Person_09,Project_008,,,,,,,,,,,,,,,,,,,,,40,40,40,40,40,,,,,,,,,,,,,,,,,,,,,,,,,,,
Person_09,Project_018,,,,,,,,,,,,,,,,,,,,,,,,40,40,40,40,40,40,40,40,40,40,,,,,,,,,,,,,,,,,,,
Person_09,Project_021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,40,40,40,,,,,,,,,,,,,,,,
Person_09,Project_029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,40,40,40,40,40,40,40,,,,,,,,,,,,
Person_09,Project_042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,40,40,40,40,40,,,,,,,,,,,,,,,,,,
Person_09,Project_047,,,,,,,,,,,,,,,,,,,,,,,,40,40,40,40,40,40,40,40,40,40,40,40,,,,,,,,,,,,,,,,,
Person_09,Project_054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,40,40,40,40,,,,,,
Person_15,Project_010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,40,40,,,,
Person_15,Project_012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,40,40,40,40,40,40,40,40,40,40,40,,,,,,,,,,,,
Person_15,Project_046,,,,,,,40,40,40,40,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Person_10,Project_010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,40,40,,,,
Person_10,Project_022,,,,,,,,,,,,40,40,40,40,40,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Person_10,Project_033,,,,,,,,,,,,,,,,,,,,,,,,,,40,40,40,40,40,40,40,40,40,,,,,,,,,,,,,,,,,,
Person_10,Project_045,,,,,,,,,,,,,,40,40,40,40,40,40,40,40,40,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Person_07,Project_011,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,40,40,40,,,,,,,,,,,,,,,,,,,,,
Person_07,Project_019,,40,40,40,40,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Person_07,Project_032,,,,,,,,,,,,,,40,40,40,40,40,40,40,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Person_07,Project_042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,40,40,40,40,40,,,,,,,,,,,,,,,,,,
Person_07,Project_053,,,,,,,40,40,40,40,40,40,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Person_03,Project_012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,40,40,40,40,40,40,40,40,40,40,40,,,,,,,,,,,,
Person_03,Project_013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,40,40,40,,,,,,,,,
Person_03,Project_020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,40,40,40,40,,,,,,,,,,,,
Person_03,Project_025,,,,,,,,,,,,,,40,40,40,40,40,40,40,40,40,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Person_03,Project_031,,,,,,,,,,,,,,,40,40,40,40,40,40,40,40,40,40,40,,,,,,,,,,,,,,,,,,,,,,,,,,,
Person_03,Project_039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,40,40,40,40,40,40,40,40,40,,,,,,,,,,,,,
Person_03,Project_040,,,,,,,,,,,,,,,,40,40,40,40,40,40,40,40,40,40,,,,,,,,,,,,,,,,,,,,,,,,,,,
Person_03,Project_045,,,,,,,,,,,,,,40,40,40,40,40,40,40,40,40,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Person_03,Project_047,,,,,,,,,,,,,,,,,,,,,,,,40,40,40,40,40,40,40,40,40,40,40,40,,,,,,,,,,,,,,,,,
Person_03,Project_048,,,,,,,,,,,,,,,,40,40,40,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Person_03,Project_054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,40,40,40,40,,,,,,
Person_03,Project_059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,40,40,40,,,,,,,,,,,
Person_23,Project_013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,40,40,40,,,,,,,,,
Person_23,Project_050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,40,40,40,40,40,40,40,40,40,,,,,,,,,,,,,
Person_24,Project_013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,40,40,40,,,,,,,,,
Person_24,Project_030,,,,,,,,,,,,,,,,,,,,,,40,40,40,40,40,40,40,40,,,,,,,,,,,,,,,,,,,,,,,
Person_24,Project_043,,,,,,,,,,,,,,,,,,,,,,,,,,,40,40,40,40,40,40,40,,,,,,,,,,,,,,,,,,,
Person_16,Project_014,,,,,,,,,,,,,,,,,,,,,,,40,40,40,40,40,40,40,,,,,,,,,,,,,,,,,,,,,,,
Person_16,Project_032,,,,,,,,,,,,,,40,40,40,40,40,40,40,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Person_16,Project_043,,,,,,,,,,,,,,,,,,,,,,,,,,,40,40,40,40,40,40,40,,,,,,,,,,,,,,,,,,,
Person_16,Project_044,,,,,,,,,,,,,,,,,,,,,,,,,,40,40,40,40,,,,,,,,,,,,,,,,,,,,,,,
Person_16,Project_046,,,,,,,40,40,40,40,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Person_16,Project_053,,,,,,,40,40,40,40,40,40,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Person_16,Project_055,,,,,,,,,,,,,,,,,,,,,,,,40,40,40,40,40,40,40,40,40,40,40,40,,,,,,,,,,,,,,,,,
Person_08,Project_017,,,,,,,,,,,,,,40,40,40,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Person_08,Project_026,,,,,,,,,,,,,,,,,,,,,40,40,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Person_08,Project_029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,40,40,40,40,40,40,40,,,,,,,,,,,,
Person_08,Project_034,,,,,,,,,,,,,,40,40,40,40,40,40,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Person_08,Project_035,,,,,,,,,,,,40,40,40,40,40,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Person_08,Project_044,,,,,,,,,,,,,,,,,,,,,,,,,,40,40,40,40,,,,,,,,,,,,,,,,,,,,,,,
Person_04,Project_017,,,,,,,,,,,,,,40,40,40,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Person_04,Project_023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,40,40,40,,,,,,
Person_04,Project_032,,,,,,,,,,,,,,40,40,40,40,40,40,40,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Person_04,Project_035,,,,,,,,,,,,40,40,40,40,40,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Person_04,Project_045,,,,,,,,,,,,,,40,40,40,40,40,40,40,40,40,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Person_04,Project_049,,,,,,,,,,,,,,,,,,,,,,,40,40,40,40,40,40,40,,,,,,,,,,,,,,,,,,,,,,,
Person_04,Project_050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,40,40,40,40,40,40,40,40,40,,,,,,,,,,,,,
Person_11,Project_019,,40,40,40,40,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Person_11,Project_027,,,,,,,,,,,,,,,,,,,,,40,40,40,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Person_11,Project_052,,,,,,,,,,,40,40,40,40,40,40,40,40,40,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Person_17,Project_022,,,,,,,,,,,,40,40,40,40,40,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Person_17,Project_040,,,,,,,,,,,,,,,,40,40,40,40,40,40,40,40,40,40,,,,,,,,,,,,,,,,,,,,,,,,,,,
Person_17,Project_044,,,,,,,,,,,,,,,,,,,,,,,,,,40,40,40,40,,,,,,,,,,,,,,,,,,,,,,,
Person_01,Project_028,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,40,40,40,,,,,,,,,,,,,,,,,,,,,
Person_01,Project_037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,40,40,40,40,40,,,,,,,,
Person_01,Project_043,,,,,,,,,,,,,,,,,,,,,,,,,,,40,40,40,40,40,40,40,,,,,,,,,,,,,,,,,,,
Person_01,Project_051,,,,,,,,,,,,,,,,,,,,,,40,40,40,40,40,,,,,,,,,,,,,,,,,,,,,,,,,,
