Person,Project,Role,W1,W2,W3,W4,W5,W6,W7,W8,W9,W10,W11,W12,W13,W14,W15,W16,W17,W18,W19,W20,W21,W22,W23,W24,W25,W26,W27,W28,W29,W30,W31,W32,W33,W34,W35,W36,W37,W38,W39,W40,W41,W42,W43,W44,W45,W46,W47,W48,W49,W50,W51,W52
Person_12,Project_017,Manager,,,,,,,,,,,,,,,,,,,10,15,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Person_19,Project_017,Analyst,,,,,,,,,,,,,,,,,,30,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Person_17,Project_017,Developer,,,,,,,,,,,,,,,,,15,15,20,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Person_05,Project_018,Developer,,,,,,,,,,,,,,10,40,40,40,40,40,35,15,40,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Person_04,Project_018,Analyst,,,,,,,,,,,,,,,,40,40,40,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Person_12,Project_019,Manager,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,40,40,40,20,40,30,25,15,,,,,
Person_05,Project_019,Developer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,40,20,,,,,,,
Person_08,Project_020,Developer,,,,,,,,35,40,40,35,40,40,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Person_13,Project_020,Analyst,,,,,,,,,,30,40,40,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Person_18,Project_020,Manager,,,,,,,,,,,40,10,40,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Person_17,Project_020,Developer,,,,,,,,,,,35,40,40,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Person_02,Project_021,Developer,,,,,,,,,,,,,,,,,,,,,,,,40,20,15,40,,,,,,,,,,,,,,,,,,,,,,,,,
Person_12,Project_021,Manager,,,,,,,,,,,,,,,,,,,,,,,,30,40,40,,,,,,,,,,,,,,,,,,,,,,,,,,
Person_09,Project_022,Manager,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,40,10,40,35,40,25,30,15,40,,,,,,,,,,,
Person_08,Project_022,Developer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,10,35,40,40,25,30,,,,,,,,,,,
Person_04,Project_022,Analyst,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,40,40,40,40,,,,,,,,,,,
Person_02,Project_023,Developer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,25,40,30,40,35,10,40,15,25,,,,,,,,,
Person_05,Project_023,Developer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,30,40,35,40,10,40,,,,,,,,,
Person_18,Project_023,Manager,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,15,40,40,,,,,,,,,,,,
Person_06,Project_024,Manager,,,,,,,,,,,,,,,,,,,,,,15,20,40,40,40,20,,,,,,,,,,,,,,,,,,,,,,,,,
Person_11,Project_024,Developer,,,,,,,,,,,,,,,,,,,,,,,40,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Person_08,Project_025,Developer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,30,25,20,30,15,,,,,,,,,,,,,,,,,,
Person_19,Project_025,Analyst,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,40,20,40,35,,,,,,,,,,,,,,,,,,
Person_15,Project_026,Manager,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,40,40,40,,,,,,,,,,,,,,,,,
Person_03,Project_026,Manager,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,20,25,,,,,,,,,,,,,,,,,,
Person_18,Project_027,Manager,,,,,,,,40,15,40,40,40,10,40,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Person_14,Project_027,Developer,,,,,,,,,35,25,25,10,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Person_09,Project_028,Manager,,,,,,,,,,,,,,,,,,,40,40,40,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Person_11,Project_028,Developer,,,,,,,,,,,,,,,,,,,20,10,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Person_03,Project_029,Manager,,,,,,,,,,,,,,,40,40,20,25,40,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Person_04,Project_029,Analyst,,,,,,,,,,,,,,,,,,40,40,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Person_02,Project_030,Developer,,,,,,,,,,40,40,40,20,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Person_10,Project_030,Analyst,,,,,,,,,,,30,40,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Person_08,Project_030,Developer,,,,,,,,,,,30,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Person_05,Project_030,Developer,,,,,,,,,,40,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Person_02,Project_031,Developer,,,,,,,,,,,,,,,,,,35,25,40,15,35,40,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,
Person_10,Project_031,Analyst,,,,,,,,,,,,,,,,,,,,10,40,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Person_11,Project_031,Developer,,,,,,,,,,,,,,,,,,,,20,40,40,35,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Person_12,Project_031,Manager,,,,,,,,,,,,,,,,,,,40,40,40,35,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Person_20,Project_031,Developer,,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Person_05,Project_031,Developer,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,
Person_03,Project_032,Manager,,,,,,,,,,,,,,,,,,,,,20,30,40,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Person_17,Project_032,Developer,,,,,,,,,,,,,,,,,,,,,40,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Person_11,Project_033,Developer,,,,,,,,,,,40,30,30,30,40,35,40,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Person_18,Project_033,Manager,,,,,,,,,,,,,,,15,15,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Person_08,Project_033,Developer,,,,,,,,,,,,,,,40,40,10,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Person_11,Project_034,Developer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,40,40,40,10,25,25,,,,,,,,,,,
Person_02,Project_034,Developer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,40,10,,,,,,,,,,,
Person_17,Project_034,Developer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,15,25,35,,,,,,,,,,,,,,
Person_18,Project_034,Manager,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,40,40,,,,,,,,,,,,,,,
Person_14,Project_035,Developer,,,,,10,40,15,25,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Person_13,Project_035,Analyst,,,,,40,40,15,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Person_14,Project_036,Developer,,,,,,,,,,,,,,,,,,,,,,,,25,40,40,35,40,20,25,,,,,,,,,,,,,,,,,,,,,,
Person_16,Project_036,Analyst,,,,,,,,,,,,,,,,,,,,,,,,20,40,30,40,40,,,,,,,,,,,,,,,,,,,,,,,,
Person_02,Project_037,Developer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,15,40,15,10,40,40,15,15,15,,,,,,,,,,
Person_08,Project_037,Developer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,15,15,30,,,,,,,,,,,,
Person_07,Project_037,Analyst,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,15,40,30,40,,,,,,,,,,,,,
Person_03,Project_038,Manager,,,,,,,,,,,,,,,,,,,,,,,20,30,40,15,40,40,,,,,,,,,,,,,,,,,,,,,,,,
Person_04,Project_038,Analyst,,,,,,,,,,,,,,,,,,,,,,,,,30,40,20,40,,,,,,,,,,,,,,,,,,,,,,,,
Person_16,Project_038,Analyst,,,,,,,,,,,,,,,,,,,,,,,,15,10,40,40,,,,,,,,,,,,,,,,,,,,,,,,,
Person_06,Project_039,Manager,,,,,,,,,,,40,25,20,40,15,10,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Person_01,Project_039,Analyst,,,,,,,,,,,,10,40,40,40,40,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Person_03,Project_039,Manager,,,,,,,,,,,10,40,25,30,40,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Person_15,Project_040,Manager,,,,,,,,,,,,10,40,40,40,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Person_05,Project_040,Developer,,,,,,,,,,,,,20,35,25,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Person_17,Project_040,Developer,,,,,,,,,,,,,,,40,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Person_04,Project_040,Analyst,,,,,,,,,,,,,10,40,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Person_09,Project_041,Manager,,,,,,,,,,,,,,,,,,,,,,,,,40,15,25,40,,,,,,,,,,,,,,,,,,,,,,,,
Person_13,Project_041,Analyst,,,,,,,,,,,,,,,,,,,,,,,,,,40,40,40,,,,,,,,,,,,,,,,,,,,,,,,
Person_11,Project_041,Developer,,,,,,,,,,,,,,,,,,,,,,,,,20,10,,,,,,,,,,,,,,,,,,,,,,,,,,
Person_17,Project_041,Developer,,,,,,,,,,,,,,,,,,,,,,,,,,,40,40,,,,,,,,,,,,,,,,,,,,,,,,
Person_02,Project_042,Developer,,,,,,,,,,,,40,20,10,15,15,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Person_10,Project_042,Analyst,,,,,,,,,,,,,,40,40,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Person_05,Project_042,Developer,,,,,,,,,,,,,25,40,40,40,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Person_12,Project_043,Manager,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,40,30,10,40,,,,,,,,,,,,,,,,,
Person_02,Project_043,Developer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,35,40,40,,,,,,,,,,,,,,,,,
Person_14,Project_043,Developer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,40,40,,,,,,,,,,,,,,,,,,,
Person_05,Project_043,Developer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,40,40,30,,,,,,,,,,,,,,,,,,
Person_14,Project_044,Developer,,,,,,,,,,,,,,,,,,,,,,,,,35,35,40,10,40,,,,,,,,,,,,,,,,,,,,,,,
Person_17,Project_044,Developer,,,,,,,,,,,,,,,,,,,,,,,,,,40,35,,,,,,,,,,,,,,,,,,,,,,,,,
Person_13,Project_044,Analyst,,,,,,,,,,,,,,,,,,,,,,,,,20,40,10,20,,,,,,,,,,,,,,,,,,,,,,,,
Person_02,Project_045,Developer,,,,,,,,,,,,,,,,,,,,,,,,,40,40,40,20,,,,,,,,,,,,,,,,,,,,,,,,
Person_18,Project_045,Manager,,,,,,,,,,,,,,,,,,,,,,,,,40,20,30,,,,,,,,,,,,,,,,,,,,,,,,,
Person_03,Project_045,Manager,,,,,,,,,,,,,,,,,,,,,,,,,,40,40,15,,,,,,,,,,,,,,,,,,,,,,,,
Person_17,Project_046,Developer,,10,40,30,40,25,10,40,20,25,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Person_13,Project_046,Analyst,,,,35,15,40,40,40,40,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Person_02,Project_046,Developer,,,35,40,20,30,40,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Person_02,Project_047,Developer,,,,,,,,,,,,,,,,,40,25,15,40,40,40,40,40,40,,,,,,,,,,,,,,,,,,,,,,,,,,,
Person_15,Project_047,Manager,,,,,,,,,,,,,,,,,,,35,25,25,20,30,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Person_17,Project_048,Developer,,,,,20,10,30,40,30,20,40,35,40,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Person_16,Project_048,Analyst,,,,,,,,30,20,40,25,30,40,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Person_18,Project_048,Manager,,,,,40,40,15,25,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Person_08,Project_049,Developer,,,,,,,,,,,,,,,,,,,,,,,,,,20,35,40,20,20,,,,,,,,,,,,,,,,,,,,,,
Person_01,Project_049,Analyst,,,,,,,,,,,,,,,,,,,,,,,,,,,20,40,,,,,,,,,,,,,,,,,,,,,,,,
Person_02,Project_050,Developer,,,,,,,,,,,,,,,,,,,,,,,15,40,40,25,10,35,40,30,,,,,,,,,,,,,,,,,,,,,,
Person_04,Project_050,Analyst,,,,,,,,,,,,,,,,,,,,,,,,,,40,40,15,20,,,,,,,,,,,,,,,,,,,,,,,
Person_11,Project_050,Developer,,,,,,,,,,,,,,,,,,,,,,,,40,40,35,35,30,,,,,,,,,,,,,,,,,,,,,,,,
Person_19,Project_050,Analyst,,,,,,,,,,,,,,,,,,,,,,,40,40,40,,,,,,,,,,,,,,,,,,,,,,,,,,,
Person_08,Project_051,Developer,,,,,,,,,,,,,,,,,,,,,,,,40,15,35,40,25,35,40,20,,,,,,,,,,,,,,,,,,,,,
Person_18,Project_051,Manager,,,,,,,,,,,,,,,,,,,,,,,,15,40,40,15,40,,,,,,,,,,,,,,,,,,,,,,,,
Person_17,Project_051,Developer,,,,,,,,,,,,,,,,,,,,,,,,,40,40,40,,,,,,,,,,,,,,,,,,,,,,,,,
Person_14,Project_052,Developer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,40,35,40,40,20,40,,,,,,,,,,,,,,,,
Person_12,Project_052,Manager,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,30,40,40,,,,,,,,,,,,,,,,
Person_20,Project_053,Developer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,40,20,40,,,,,,,,,,,,,,,,,,,,
Person_17,Project_053,Developer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,40,,,,,,,,,,,,,,,,,,,,,,
Person_12,Project_054,Manager,,,,,,,,,,,,,,,,,,,,,,,10,40,40,30,20,35,40,,,,,,,,,,,,,,,,,,,,,,,
Person_10,Project_054,Analyst,,,,,,,,,,,,,,,,,,,,,,,35,20,10,25,40,40,,,,,,,,,,,,,,,,,,,,,,,,
Person_03,Project_054,Manager,,,,,,,,,,,,,,,,,,,,,,,,,,35,40,20,30,,,,,,,,,,,,,,,,,,,,,,,
Person_12,Project_055,Manager,,,,,,,40,30,10,20,40,35,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Person_18,Project_055,Manager,,,,,,,,,,40,30,40,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Person_09,Project_056,Manager,,,,,,,,,,,,,,,10,40,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Person_06,Project_056,Manager,,,,,,,,,,,,,,,40,40,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Person_06,Project_057,Manager,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,20,40,25,40,40,,,,,,,,,,,,,,,,,,,
Person_09,Project_057,Manager,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,10,,,,,,,,,,,,,,,,,,,,,
Person_20,Project_058,Developer,,,,,,,,,,,10,35,10,40,30,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Person_14,Project_058,Developer,,,,,,,,,,,20,35,35,40,40,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Person_12,Project_058,Manager,,,,,,,,,,,,40,20,15,15,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Person_08,Project_058,Developer,,,,,,,,,,,,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Person_02,Project_059,Developer,,,,,40,35,10,40,40,40,25,10,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Person_17,Project_059,Developer,,,,,,,15,40,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Person_15,Project_060,Manager,,,,,,,,,,,,,,,,,,,,,,,,,20,40,10,40,20,,,,,,,,,,,,,,,,,,,,,,,
Person_11,Project_060,Developer,,,,,,,,,,,,,,,,,,,,,,,,,,40,40,40,,,,,,,,,,,,,,,,,,,,,,,,
Person_06,Project_061,Manager,,,,,,,,40,40,30,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Person_15,Project_061,Manager,,,,,,,,,40,40,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Person_15,Project_062,Manager,,,,,,,,,,,,,,40,30,40,40,40,40,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Person_05,Project_062,Developer,,,,,,,,,,,,,,,,,,40,40,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Person_11,Project_062,Developer,,,,,,,,,,,,,,,,,40,20,40,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Person_20,Project_062,Developer,,,,,,,,,,,,,,,30,10,40,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Person_02,Project_063,Developer,,,,,,,,,,,30,40,40,10,40,30,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Person_03,Project_063,Manager,,,,,,,,,,,,,40,40,40,40,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Person_09,Project_064,Manager,,,,,,,,,,,,,,,,,,,,,,,30,40,30,40,,,,,,,,,,,,,,,,,,,,,,,,,,
Person_20,Project_064,Developer,,,,,,,,,,,,,,,,,,,,,,,,,10,40,,,,,,,,,,,,,,,,,,,,,,,,,,
Person_11,Project_065,Developer,,,,,,,,,,,35,10,10,40,40,40,15,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
