Person,Project,Role,W1,W2,W3,W4,W5,W6,W7,W8,W9,W10,W11,W12,W13,W14,W15,W16,W17,W18,W19,W20,W21,W22,W23,W24,W25,W26,W27,W28,W29,W30,W31,W32,W33,W34,W35,W36,W37,W38,W39,W40,W41,W42,W43,W44,W45,W46,W47,W48,W49,W50,W51,W52
Person_13,Project_12,developer,,,,40,35,35,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Person_19,Project_12,analyst,,,,15,25,15,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Person_10,Project_13,developer,,,,,,,,,,,,40,40,15,40,30,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Person_03,Project_13,manager,,,,,,,,,,,,15,10,40,30,35,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Person_16,Project_14,developer,,,,,,,,,,,,20,40,10,40,15,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Person_14,Project_14,developer,,,,,,,,,,,,35,40,40,40,40,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Person_19,Project_14,analyst,,,,,,,,,,,,20,25,40,40,25,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Person_15,Project_15,developer,,,,,,,,,,,,,,,,,,,,,,,20,40,40,10,,,,,,,,,,,,,,,,,,,,,,,,,,
Person_08,Project_15,developer,,,,,,,,,,,,,,,,,,,,,,40,40,40,40,25,,,,,,,,,,,,,,,,,,,,,,,,,,
Person_23,Project_15,analyst,,,,,,,,,,,,,,,,,,,,,,25,40,40,40,40,,,,,,,,,,,,,,,,,,,,,,,,,,
Person_07,Project_15,developer,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Person_08,Project_16,developer,,,,,,,,,,,,,,40,10,25,10,30,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Person_05,Project_16,developer,,,,,,,,,,,,,,40,40,20,25,15,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Person_01,Project_16,manager,,,,,,,,,,,,,,40,40,40,40,15,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Person_11,Project_17,developer,,,,,,,,,,,,,,,,,,,,,,,,,,,35,10,40,40,40,,,,,,,,,,,,,,,,,,,,,
Person_14,Project_17,developer,,,,,,,,,,,,,,,,,,,,,,,,,,,15,40,40,40,35,,,,,,,,,,,,,,,,,,,,,
Person_02,Project_17,manager,,,,,,,,,,,,,,,,,,,,,,,,,,,20,40,30,40,40,,,,,,,,,,,,,,,,,,,,,
Person_14,Project_18,developer,,,,,,,,,,,,,,,,,,,15,20,20,20,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Person_12,Project_18,developer,,,,,,,,,,,,,,,,,,,40,40,30,40,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Person_22,Project_18,analyst,,,,,,,,,,,,,,,,,,,40,35,40,30,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Person_16,Project_19,developer,,,,,,,,,,,,,,,,,,,,,,,,,,,40,40,40,40,40,,,,,,,,,,,,,,,,,,,,,
Person_12,Project_19,developer,,,,,,,,,,,,,,,,,,,,,,,,,,,40,30,20,40,40,,,,,,,,,,,,,,,,,,,,,
Person_23,Project_19,analyst,,,,,,,,,,,,,,,,,,,,,,,,,,,30,40,40,15,30,,,,,,,,,,,,,,,,,,,,,
Person_11,Project_20,developer,,,,,,,,25,25,40,30,20,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Person_07,Project_20,developer,,,,,,,,25,30,35,30,40,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Person_17,Project_20,analyst,,,,,,,,10,10,40,40,40,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Person_09,Project_21,developer,,,,,,,,,,,,,,,,,,40,40,30,20,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Person_16,Project_21,developer,,,,,,,,,,,,,,,,,,30,25,40,35,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Person_24,Project_21,analyst,,,,,,,,,,,,,,,,,,40,10,40,15,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Person_10,Project_22,developer,,,,,,,,,,,,,,,,,,15,15,40,40,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Person_15,Project_22,developer,,,,,,,,,,,,,,,,,,40,15,40,40,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Person_18,Project_22,analyst,,,,,,,,,,,,,,,,,,40,25,40,30,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
