Person,Project,Role,W1,W2,W3,W4,W5,W6,W7,W8,W9,W10,W11,W12,W13,W14,W15,W16,W17,W18,W19,W20,W21,W22,W23,W24,W25,W26,W27,W28,W29,W30,W31,W32,W33,W34,W35,W36,W37,W38,W39,W40,W41,W42,W43,W44,W45,W46,W47,W48,W49,W50,W51,W52
Person_12,Project_022,Manager,,,,,,,,,,,,,,,,,,,,40,40,15,40,40,35,20,,,,,,,,,,,,,,,,,,,,,,,,,,
Person_04,Project_022,Analyst,,,,,,,,,,,,,,,,,,,,,,40,30,15,20,40,,,,,,,,,,,,,,,,,,,,,,,,,,
Person_10,Project_022,Analyst,,,,,,,,,,,,,,,,,,,40,35,40,15,35,40,40,,,,,,,,,,,,,,,,,,,,,,,,,,,
Person_12,Project_023,Manager,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,40,25,20,15,40,40,40,,,,,,,,,,,,,
Person_18,Project_023,Manager,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,40,40,40,40,30,,,,,,,,,,,,,,
Person_05,Project_023,Developer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,40,40,40,,,,,,,,,,,,,,
Person_20,Project_023,Developer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,40,40,15,40,,,,,,,,,,,,,,,
Person_14,Project_023,Developer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,30,15,25,20,,,,,,,,,,,,,
Person_14,Project_024,Developer,,,,,,,,,,,,,,,40,40,20,15,40,15,10,10,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Person_17,Project_024,Developer,,,,,,,,,,,,,,,,,,,,40,25,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Person_20,Project_024,Developer,,,,,,,,,,,,,,,,40,20,40,40,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Person_18,Project_025,Manager,,,,,,,,40,40,20,40,30,10,40,40,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Person_05,Project_025,Developer,,,,,,,,,,,,,15,20,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Person_12,Project_025,Manager,,,,,,,,,,40,40,40,20,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Person_01,Project_025,Analyst,,,,,,,,,,,,10,15,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Person_07,Project_025,Analyst,,,,,,,,,30,20,35,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Person_09,Project_026,Manager,,,,,,,,,,,,,,,,,,,,,,,,,,15,20,40,40,40,40,20,,,,,,,,,,,,,,,,,,,,
Person_20,Project_026,Developer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,15,35,25,,,,,,,,,,,,,,,,,,,,
Person_03,Project_026,Manager,,,,,,,,,,,,,,,,,,,,,,,,,,15,40,40,35,,,,,,,,,,,,,,,,,,,,,,,
Person_18,Project_026,Manager,,,,,,,,,,,,,,,,,,,,,,,,,,15,15,25,40,40,40,,,,,,,,,,,,,,,,,,,,,
Person_10,Project_026,Analyst,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,40,40,,,,,,,,,,,,,,,,,,,,,,
Person_05,Project_027,Developer,,,,,,,,,,,,,,40,40,40,40,40,40,40,10,40,40,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Person_16,Project_027,Analyst,,,,,,,,,,,,,,,,,,,,40,10,35,40,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Person_20,Project_027,Developer,,,,,,,,,,,,,,,,,15,40,40,15,35,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Person_01,Project_027,Analyst,,,,,,,,,,,,,,,,40,40,10,25,40,40,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Person_18,Project_028,Manager,,,,,,,,,,,,,,,,,,,,15,15,40,30,40,,25,30,40,40,35,15,,,,,,,,,,,,,,,,,,,,,
Person_01,Project_028,Analyst,,,,,,,,,,,,,,,,,,,,,,,35,40,15,30,40,40,40,,,,,,,,,,,,,,,,,,,,,,,
Person_08,Project_028,Developer,,,,,,,,,,,,,,,,,,,,40,20,25,35,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Person_11,Project_028,Developer,,,,,,,,,,,,,,,,,,,,,,,,,,40,40,30,10,30,,,,,,,,,,,,,,,,,,,,,,
Person_04,Project_028,Analyst,,,,,,,,,,,,,,,,,,,,,,,,,40,10,40,40,40,,,,,,,,,,,,,,,,,,,,,,,
Person_09,Project_028,Manager,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,
Person_15,Project_029,Manager,,,,,,,,,,,,,,,,,,,,,,40,10,40,15,20,40,,,,,,,,,,,,,,,,,,,,,,,,,
Person_14,Project_029,Developer,,,,,,,,,,,,,,,,,,,,,,,30,35,10,40,,,,,,,,,,,,,,,,,,,,,,,,,,
Person_08,Project_029,Developer,,,,,,,,,,,,,,,,,,,,,,,30,30,20,15,,,,,,,,,,,,,,,,,,,,,,,,,,
Person_05,Project_030,Developer,,,,,,,,,,,,,,,,,,20,40,40,40,15,40,30,40,10,40,25,,,,,,,,,,,,,,,,,,,,,,,,
Person_11,Project_030,Developer,,,,,,,,,,,,,,,,,,,,,,,,40,40,40,40,,,,,,,,,,,,,,,,,,,,,,,,,
Person_14,Project_030,Developer,,,,,,,,,,,,,,,,,,,,,,40,40,10,40,25,40,40,,,,,,,,,,,,,,,,,,,,,,,,
Person_08,Project_030,Developer,,,,,,,,,,,,,,,,,,,,,,,,40,30,25,40,,,,,,,,,,,,,,,,,,,,,,,,,
Person_03,Project_030,Manager,,,,,,,,,,,,,,,,,,10,25,35,10,40,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Person_11,Project_031,Developer,,,,,,,,,,,,,,,,,,,,,,,,,15,35,40,10,10,,,,,,,,,,,,,,,,,,,,,,,
Person_05,Project_031,Developer,,,,,,,,,,,,,,,,,,,,,,,,,,30,30,40,35,,,,,,,,,,,,,,,,,,,,,,,
Person_20,Project_031,Developer,,,,,,,,,,,,,,,,,,,,,,,,,40,15,15,40,,,,,,,,,,,,,,,,,,,,,,,,
Person_03,Project_031,Manager,,,,,,,,,,,,,,,,,,,,,,,,,,40,40,,,,,,,,,,,,,,,,,,,,,,,,,
Person_14,Project_031,Developer,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,35,,,,,,,,,,,,,,,,,,,,,,,
Person_17,Project_032,Developer,,,,,,40,40,40,40,20,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Person_08,Project_032,Developer,,,,,,,,,15,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Person_18,Project_032,Manager,,,,,,10,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Person_02,Project_032,Developer,,,,,,,30,20,40,40,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Person_19,Project_032,Analyst,,,,,,35,40,40,40,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Person_08,Project_033,Developer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,10,25,15,40,,,,,
Person_11,Project_033,Developer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,40,,,,,,,,
Person_05,Project_033,Developer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,25,10,40,,,,,,
Person_14,Project_033,Developer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,40,,,,,,,
Person_17,Project_034,Developer,,,,,,,,,,40,30,40,15,35,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Person_02,Project_034,Developer,,,,,,,,,,,,15,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Person_12,Project_034,Manager,,,,,,,,,,,40,40,35,40,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Person_05,Project_034,Developer,,,,,,,,,,40,40,40,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Person_15,Project_035,Manager,,,,,,,,,,40,10,40,10,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Person_10,Project_035,Analyst,,,,,,,,,,,,30,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Person_18,Project_035,Manager,,,,,,,,,,,,20,40,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Person_20,Project_035,Developer,,,,,,,,,,,40,40,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Person_09,Project_036,Manager,,,40,40,30,40,20,40,30,40,40,25,40,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Person_14,Project_036,Developer,,,,,,,,,10,25,40,40,10,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Person_15,Project_036,Manager,,,,,15,10,35,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Person_19,Project_036,Analyst,,,,,,,15,40,30,15,40,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Person_18,Project_036,Manager,,,,25,40,40,40,40,15,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Person_17,Project_037,Developer,,,,,,,,,,,,,,,,,,,,,,40,40,40,40,40,20,35,35,40,30,40,,,,,,,,,,,,,,,,,,,,
Person_18,Project_037,Manager,,,,,,,,,,,,,,,,,,,,,,,40,30,15,30,35,40,,,,,,,,,,,,,,,,,,,,,,,,
Person_05,Project_037,Developer,,,,,,,,,,,,,,,,,,,,,,,,10,35,15,40,30,,,,,,,,,,,,,,,,,,,,,,,,
Person_02,Project_037,Developer,,,,,,,,,,,,,,,,,,,,,,,,10,40,30,15,40,40,40,,,,,,,,,,,,,,,,,,,,,,
Person_11,Project_038,Developer,,,,,,,,,,,,,,,,,,,,,,,,,15,40,40,10,40,35,,,,,,,,,,,,,,,,,,,,,,
Person_15,Project_038,Manager,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,40,,,,,,,,,,,,,,,,,,,,,,,
Person_07,Project_038,Analyst,,,,,,,,,,,,,,,,,,,,,,,,,40,40,40,30,40,,,,,,,,,,,,,,,,,,,,,,,
Person_19,Project_038,Analyst,,,,,,,,,,,,,,,,,,,,,,,,,15,15,40,35,,,,,,,,,,,,,,,,,,,,,,,,
Person_08,Project_039,Developer,,,,,,,,,,,,,,,,,,,,,,,,,,20,40,25,20,10,35,40,40,,,,,,,,,,,,,,,,,,,
Person_07,Project_039,Analyst,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,10,30,40,40,,,,,,,,,,,,,,,,,,,
Person_03,Project_039,Manager,,,,,,,,,,,,,,,,,,,,,,,,,,,40,25,25,35,,,,,,,,,,,,,,,,,,,,,,
Person_11,Project_039,Developer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,15,40,,,,,,,,,,,,,,,,,,,,,
Person_11,Project_040,Developer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,40,40,10,35,10,20,25,15,15,,,,,
Person_18,Project_040,Manager,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,35,40,40,40,10,25,,,,,,,
Person_01,Project_040,Analyst,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,40,30,40,25,40,,,,,,,
Person_05,Project_040,Developer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,15,10,40,40,40,10,,,,,,,,
Person_09,Project_041,Manager,,,,,,,,,,,,30,40,30,10,30,10,40,25,40,40,10,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Person_05,Project_041,Developer,,,,,,,,,,,,,,,,,,30,40,40,25,20,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Person_17,Project_041,Developer,,,,,,,,,,,,,,,40,25,30,40,25,25,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Person_11,Project_042,Developer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,40,40,40,30,40,,,,,,,,,,,,,,,,,,
Person_08,Project_042,Developer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,40,30,,,,,,,,,,,,,,,,,,,
Person_17,Project_042,Developer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,40,40,,,,,,,,,,,,,,,,,,,,
Person_18,Project_042,Manager,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,40,10,,,,,,,,,,,,,,,,,,,,,
Person_20,Project_043,Developer,,,,,,,40,40,40,40,35,10,25,15,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Person_16,Project_043,Analyst,,,,,,,40,25,40,20,40,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Person_02,Project_043,Developer,,,,,,,,,40,40,10,35,40,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Person_10,Project_043,Analyst,,,,,,,,,15,10,40,40,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Person_14,Project_044,Developer,,,,,,,,,,,,,,,,,,,,,,,,,40,25,40,40,40,40,40,35,35,20,40,,,,,,,,,,,,,,,,,
Person_15,Project_044,Manager,,,,,,,,,,,,,,,,,,,,,,,,,,,30,40,40,35,,,,,,,,,,,,,,,,,,,,,,
Person_07,Project_044,Analyst,,,,,,,,,,,,,,,,,,,,,,,,,40,40,25,25,40,,,,,,,,,,,,,,,,,,,,,,,
Person_14,Project_045,Developer,,,,,,,,,,,,25,40,35,40,40,20,40,40,40,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Person_17,Project_045,Developer,,,,,,,,,,,,10,40,25,40,40,40,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Person_05,Project_045,Developer,,,,,,,,,,,,,15,10,10,40,40,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Person_08,Project_046,Developer,,,,,,,,,,,,,,40,20,40,20,40,35,40,30,25,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Person_15,Project_046,Manager,,,,,,,,,,,,,,10,40,30,40,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Person_09,Project_046,Manager,,,,,,,,,,,,,,,,,,40,40,15,10,30,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Person_20,Project_046,Developer,,,,,,,,,,,,,,,,20,30,30,10,35,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Person_08,Project_047,Developer,,,,,,,,,,,,,25,10,40,35,40,40,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Person_10,Project_047,Analyst,,,,,,,,,,,,,,15,25,35,20,40,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
