Person,Project,Role,W1,W2,W3,W4,W5,W6,W7,W8,W9,W10,W11,W12,W13,W14,W15,W16,W17,W18,W19,W20,W21,W22,W23,W24,W25,W26,W27,W28,W29,W30,W31,W32,W33,W34,W35,W36,W37,W38,W39,W40,W41,W42,W43,W44,W45,W46,W47,W48,W49,W50,W51,W52
Person_13,Project_22,developer,,,,,,,,,,,,15,40,20,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Person_05,Project_22,developer,,,,,,,,,,,,40,40,15,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Person_21,Project_22,analyst,,,,,,,,,,,,15,40,40,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Person_11,Project_23,developer,,,,,,,,,,,,25,25,35,40,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Person_06,Project_23,developer,,,,,,,,,,,,40,40,40,40,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Person_20,Project_23,analyst,,,,,,,,,,,,10,25,10,40,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Person_09,Project_24,developer,,,,,,40,20,40,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Person_02,Project_24,manager,,,,,,35,35,20,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Person_08,Project_25,developer,,,,,,,,,,,,25,30,40,30,40,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Person_01,Project_25,manager,,,,,,,,,,,,40,40,40,30,20,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Person_13,Project_26,developer,,,,,,,,,,,,,,,,,,35,40,20,40,40,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Person_08,Project_26,developer,,,,,,,,,,,,,,,,,,15,30,20,40,40,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Person_20,Project_26,analyst,,,,,,,,,,,,,,,,,,40,15,10,40,40,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Person_13,Project_27,developer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,40,10,40,40,,,,,,,,,,,,,,,,
Person_06,Project_27,developer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,40,40,10,20,,,,,,,,,,,,,,,,
Person_01,Project_27,manager,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,20,30,15,40,,,,,,,,,,,,,,,,
Person_13,Project_28,developer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,15,25,40,20,,,,,,,,,,,
Person_11,Project_28,developer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,10,15,15,40,,,,,,,,,,,
Person_19,Project_28,analyst,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,15,15,15,40,,,,,,,,,,,
